mention_uid,llm_primary_label,llm_secondary_label,llm_confidence,llm_contains_multiple_functions,llm_rationale
jchoi2x/hocuspocus#3:issue_comment:3702975335,Suggestion,,1,False,
jchoi2x/hocuspocus#3:review_comment:2655940945,Critique,Suggestion,0.9,True,
jchoi2x/hocuspocus#3:issue_comment:3702983641,Suggestion,,1,False,
jchoi2x/hocuspocus#3:review_comment:2655946538,Critique,Suggestion,0.8,True,
jchoi2x/hocuspocus#3:issue_comment:3702991641,Suggestion,,1.0,False,
jchoi2x/hocuspocus#3:issue_comment:3702992462,Suggestion,,1.0,False,
jchoi2x/hocuspocus#3:issue_comment:3702996639,Suggestion,,1.0,False,
jchoi2x/hocuspocus#3:issue_comment:3703006312,Suggestion,,1,False,
jchoi2x/hocuspocus#3:issue_comment:3713063280,Suggestion,,1,False,
jchoi2x/hocuspocus#3:issue_comment:3716515073,Suggestion,,1,False,
jchoi2x/hocuspocus#3:issue_comment:3716545290,Suggestion,Critique,0.8,False,
jkoelker/oneiro#62:issue_comment:3702989792,Critique,,1.0,False,
johannrichard/firewalla-network-sync#1:issue_comment:3702969758,Explanation,Suggestion,0.8,True,
jonarasgames/AniVerse#51:issue_comment:3703036199,Suggestion,,1.0,False,
jonerer/kort#5:issue_comment:3702926470,Suggestion,,1.0,False,
jonerer/kort#5:issue_comment:3703037499,Suggestion,,1,False,
jongalloway/dotnet-mcp#153:issue_comment:3702949300,Suggestion,,1,False,
jongalloway/dotnet-mcp#153:issue_comment:3702953311,Suggestion,,1,False,
joshlebed/claude-extras#11:issue_comment:3702965995,Explanation,,1.0,False,
joshlebed/claude-extras#11:issue_comment:3702996792,Other,,1,False,
joshlebed/claude-extras#12:issue_comment:3702995801,Explanation,,1,False,
joshlebed/claude-extras#12:issue_comment:3702996794,Explanation,Other,0.8,False,
joshsmithxrm/ppds-tools#10:issue_comment:3702998355,Explanation,Justification,0.8,False,
jrupp/bricklayouts#42:review_comment:2655945946,Suggestion,,1,False,
jrupp/bricklayouts#42:review_comment:2655947265,Suggestion,,1,False,
jrupp/bricklayouts#42:review_comment:2655948517,Suggestion,Critique,0.8,False,
jrupp/bricklayouts#42:review_comment:2655972536,Critique,Suggestion,0.8,True,
jrupp/bricklayouts#42:review_comment:2656000163,Suggestion,None,1,False,
jrupp/bricklayouts#42:review_comment:2656001611,Suggestion,,1.0,False,
jrupp/bricklayouts#42:review_comment:2656014306,Suggestion,,1,False,
julienstroheker/AzHexGate#28:issue_comment:3702992148,Suggestion,,1,False,
julienstroheker/AzHexGate#28:review:3621582353,Suggestion,,1,False,
julienstroheker/AzHexGate#28:review_comment:2656060121,Critique,Justification,0.8,False,
julienstroheker/AzHexGate#28:issue_comment:3703214032,Suggestion,,1,False,
julienstroheker/AzHexGate#28:issue_comment:3703218866,Suggestion,Justification,0.8,False,
julienstroheker/AzHexGate#28:issue_comment:3703242226,Suggestion,Justification,0.8,False,
julienstroheker/AzHexGate#28:review:3621982807,Suggestion,,1,False,
juspay/neurolink#735:review_comment:2655486514,Other,,1.0,False,
juspay/neurolink#735:issue_comment:3702946475,Explanation,,0.8,False,
k0swe/arrl-co-yotc#58:issue_comment:3702992003,Suggestion,,1.0,False,
k0swe/arrl-co-yotc#58:issue_comment:3703008808,Critique,Suggestion,0.75,True,
k0swe/arrl-co-yotc#58:issue_comment:3703011099,Critique,Suggestion,1.0,False,
k0swe/arrl-co-yotc#58:issue_comment:3703027439,Suggestion,,1.0,False,
karlokarate/FishIT-Player#543:review:3621131515,Meta discussion,Justification,0.8,False,"The mention discusses the use of Copilot and outlines specific goals and hard rules for the PR, which is a meta-discussion about the use of AI in the project. The justification label is secondary because the main function is to discuss and explain the use of Copilot, rather than to justify a specific code choice."
karlokarate/FishIT-Player#543:issue_comment:3702928416,Suggestion,,1,False,
karlokarate/FishIT-Player#543:issue_comment:3702946302,Suggestion,,1.0,False,
karlokarate/FishIT-Player#543:issue_comment:3702959160,Suggestion,,1,False,
karlokarate/FishIT-Player#544:review:3621161789,Explanation,,1.0,False,
karlokarate/FishIT-Player#544:issue_comment:3702948554,Suggestion,,1.0,False,
karlokarate/FishIT-Player#544:issue_comment:3702977419,Suggestion,Justification,0.8,False,
karlokarate/FishIT-Player#544:review_comment:2655997579,Suggestion,,1,False,
karlokarate/FishIT-Player#544:review_comment:2655999240,Suggestion,,1.0,False,
karlokarate/FishIT-Player#544:review_comment:2655999257,Suggestion,,1,False,
karlokarate/FishIT-Player#544:review_comment:2655999878,Suggestion,,1.0,False,
karlokarate/FishIT-Player#544:review_comment:2655999887,Suggestion,,1.0,False,
karlokarate/FishIT-Player#545:issue_comment:3703069874,Suggestion,,1.0,False,
karpathy/llm-council#116:issue_comment:3702964847,Justification,,1,False,
kesslerio/attio-mcp-server#1081:issue_comment:3702994379,Suggestion,,1.0,False,
kevinchannon/tasktree#19:issue_comment:3702983302,Suggestion,,1,False,
kevinchannon/tasktree#19:issue_comment:3703096667,Suggestion,Justification,0.8,False,
kocheck/Graphium#180:issue_comment:3702968230,Suggestion,,1,False,
kocheck/Graphium#180:review_comment:2655953470,Suggestion,,1.0,False,
laike9m/pdir2#82:issue_comment:3703058580,Suggestion,,1,False,
link-assistant/hive-mind#1050:issue_comment:3702887329,Explaination,,1.0,False,
link-assistant/hive-mind#1050:issue_comment:3702897064,Explanation,,0.9,False,
link-assistant/hive-mind#1050:issue_comment:3703019479,Explanation,Justification,0.9,False,
link-assistant/hive-mind#1050:issue_comment:3703035073,Explanation,,1.0,False,
lorenzogm/opticasuarez#331:issue_comment:3703027062,Suggestion,,1,False,
lorenzogm/opticasuarez#331:issue_comment:3703078429,Suggestion,,1,False,
machi0x/Memoiz#12:issue_comment:3702991226,Suggestion,,1,False,
machi0x/Memoiz#12:issue_comment:3702996748,Suggestion,,1,False,
machi0x/Memoiz#12:issue_comment:3702996801,Suggestion,Explanation,1.0,False,
machi0x/Memoiz#12:issue_comment:3703001879,Suggestion,None,1.0,False,
machi0x/Memoiz#12:issue_comment:3703012568,Suggestion,,1.0,False,
machi0x/Memoiz#12:issue_comment:3703022966,Suggestion,Explanation,0.8,False,
machi0x/Memoiz#12:issue_comment:3703071182,Suggestion,None,high,false,
messerjon/TetrisClock#7:issue_comment:3702940302,Suggestion,,1,False,
messerjon/TetrisClock#7:issue_comment:3703031671,Suggestion,,1.0,False,
messerjon/TetrisClock#7:issue_comment:3703075417,Suggestion,,1,False,
mgradwohl/tasksmack#303:issue_comment:3702938514,Suggestion,,1,False,
mgradwohl/tasksmack#303:issue_comment:3702966723,Suggestion,,1,False,
mgradwohl/tasksmack#303:issue_comment:3702972069,Suggestion,,1,False,
mgradwohl/tasksmack#303:issue_comment:3702990721,Suggestion,,1.0,False,
mgradwohl/tasksmack#303:issue_comment:3703002991,Suggestion,,1,False,
mgradwohl/tasksmack#303:issue_comment:3703007539,Suggestion,,1,False,
mgradwohl/tasksmack#303:issue_comment:3703020620,Suggestion,,1,False,
mgradwohl/tasksmack#303:issue_comment:3703096397,Suggestion,Justification,0.8,False,
mgradwohl/tasksmack#303:issue_comment:3703108815,Suggestion,,1,False,
mgradwohl/tasksmack#303:issue_comment:3703112066,Suggestion,,1.0,False,
mgradwohl/tasksmack#303:issue_comment:3703172176,Suggestion,,1,False,
mgradwohl/tasksmack#303:issue_comment:3703204204,Suggestion,,1,False,
mgradwohl/tasksmack#303:issue_comment:3703212497,Suggestion,,1,False,
mgradwohl/tasksmack#303:issue_comment:3703222046,Suggestion,,1,False,
mgradwohl/tasksmack#303:issue_comment:3703225743,Suggestion,,1,False,
mgradwohl/tasksmack#303:review_comment:2656072062,Suggestion,,1,False,
mgradwohl/tasksmack#303:review_comment:2656072073,Suggestion,,1,False,
mgradwohl/tasksmack#303:issue_comment:3703387397,Suggestion,,1,False,
mgradwohl/tasksmack#303:review_comment:2656160597,Suggestion,,1.0,False,
mgradwohl/tasksmack#303:review_comment:2656160642,Suggestion,,1.0,False,
mgradwohl/tasksmack#303:issue_comment:3703407651,Suggestion,,1.0,False,
mgradwohl/tasksmack#303:issue_comment:3703419002,Suggestion,,1,False,
mgradwohl/tasksmack#303:issue_comment:3703419926,Suggestion,Other,0.8,True,
mgradwohl/tasksmack#303:issue_comment:3703432180,Suggestion,Explanation,0.8,False,
mgradwohl/tasksmack#303:issue_comment:3703432624,Suggestion,,1,False,
mgradwohl/tasksmack#303:review_comment:2656188704,Suggestion,,1.0,False,
mgradwohl/tasksmack#303:issue_comment:3703435849,Suggestion,,1,False,
mgradwohl/tasksmack#303:issue_comment:3703437568,Suggestion,,1,False,
mgradwohl/tasksmack#303:issue_comment:3703440525,Suggestion,,1.0,False,
mgradwohl/tasksmack#303:issue_comment:3703458761,Critique,Suggestion,0.7,True,
mgradwohl/tasksmack#303:issue_comment:3703536064,Suggestion,Other,1.0,False,
mgradwohl/tasksmack#303:issue_comment:3703542870,Suggestion,,1,False,
mgradwohl/tasksmack#303:issue_comment:3703550713,Suggestion,,1.0,False,
mgradwohl/tasksmack#303:issue_comment:3703567721,Suggestion,,1.0,False,
mgradwohl/tasksmack#303:issue_comment:3703925688,Suggestion,,1.0,False,
mgradwohl/tasksmack#303:issue_comment:3703929659,Suggestion,,1,False,
mgradwohl/tasksmack#303:issue_comment:3703965063,Suggestion,Other,1,False,
mmtuentertainment/wvwo-storefront#77:issue_comment:3702959489,Justification,,0.8,False,
networkengineer-cloud/go-volunteer-media#152:issue_comment:3703056661,Suggestion,,1,False,
networkengineer-cloud/go-volunteer-media#152:issue_comment:3703066434,Critique,Justification,0.8,False,
networkengineer-cloud/go-volunteer-media#152:issue_comment:3703084403,Suggestion,,1.0,False,
nodetool-ai/nodetool#321:issue_comment:3703061778,Suggestion,,1.0,False,
nqou-net/www.nqou.net#225:issue_comment:3703064947,Suggestion,,1,False,
nqou-net/www.nqou.net#227:issue_comment:3703068836,Suggestion,,1,False,
nqou-net/www.nqou.net#227:issue_comment:3703078138,Suggestion,,1,False,
ollieb89/jules_api_ui#6:issue_comment:3700738176,Suggestion,None,1.0,False,
ollieb89/jules_api_ui#6:review_comment:2654170492,Suggestion,,high,false,
ollieb89/jules_api_ui#6:issue_comment:3700745590,Suggestion,,1,False,
ollieb89/jules_api_ui#6:issue_comment:3702979103,Suggestion,,1.0,False,
ollieb89/jules_api_ui#9:issue_comment:3700325585,Suggestion,,1,False,
ollieb89/jules_api_ui#9:issue_comment:3702979462,Suggestion,,1.0,False,
ollieb89/jules_api_ui#21:issue_comment:3702978603,Suggestion,,high,no,
ollieb89/jules_api_ui#61:issue_comment:3702890155,Suggestion,,1,False,
ollieb89/jules_api_ui#61:issue_comment:3702973115,Suggestion,None,1.0,False,
ollieb89/jules_api_ui#62:issue_comment:3702973476,Suggestion,,1.0,False,
ollieb89/jules_api_ui#62:issue_comment:3703124255,Suggestion,,1.0,False,
ollieb89/jules_api_ui#62:issue_comment:3703133314,Suggestion,,1.0,False,
ollieb89/jules_api_ui#65:issue_comment:3702948131,Suggestion,,1.0,False,
ollieb89/jules_api_ui#65:issue_comment:3702980738,Suggestion,,1.0,False,
ollieb89/jules_api_ui#65:issue_comment:3703056095,Suggestion,,1.0,False,
ollieb89/jules_api_ui#74:issue_comment:3703291940,Suggestion,,1,False,
ollieb89/jules_api_ui#74:issue_comment:3703294764,Suggestion,,1,False,
ollieb89/jules_api_ui#74:issue_comment:3703302336,Suggestion,,1,False,
ollieb89/jules_api_ui#74:issue_comment:3703311791,Suggestion,,1,False,
ollieb89/jules_api_ui#74:issue_comment:3728641895,Suggestion,,1,False,
ollieb89/jules_api_ui#74:issue_comment:3728673098,Suggestion,,1.0,False,
ollieb89/jules_api_ui#74:issue_comment:3733684288,Suggestion,,1,False,
onyx-dot-app/onyx#7148:review_comment:2655933372,Other,,1.0,False,
onyx-dot-app/onyx#7149:review_comment:2656014127,Other,,1,False,
paperless-ngx/ansible#279:review:3620919775,Suggestion,,1,False,
piwi3910/nebulaio#133:issue_comment:3703688609,Explanation,Justification,0.8,False,
pollinations/pollinations#6680:issue_comment:3703703070,Suggestion,,1,False,
pradeepmouli/homebridge-rabbitair#10:issue_comment:3702861619,Critique,,1,False,
pradeepmouli/homebridge-rabbitair#10:issue_comment:3702922744,Suggestion,,1.0,False,
pradeepmouli/homebridge-rabbitair#10:review:3621500260,Suggestion,,1,False,
pradeepmouli/homebridge-rabbitair#10:review:3621575710,Suggestion,,1,False,
pradeepmouli/x-to-zod#36:issue_comment:3702878431,Suggestion,,1.0,False,
pradeepmouli/x-to-zod#36:review:3621452864,Suggestion,,1,False,
pradeepmouli/x-to-zod#36:review:3621460441,Suggestion,,1,False,
pradeepmouli/x-to-zod#36:review:3621505695,Suggestion,,1,False,
pradeepmouli/x-to-zod#36:issue_comment:3703008730,Suggestion,,1,False,
pradeepmouli/x-to-zod#36:issue_comment:3703143561,Suggestion,,1,False,
pradeepmouli/x-to-zod#36:review:3621574010,Suggestion,,1.0,False,
punassuming/obsidian-ranger#6:issue_comment:3702987562,Suggestion,,1,False,
ranjitp16/ranjitp16.github.io#1:issue_comment:3702990636,Suggestion,,1,False,
ranjitp16/ranjitp16.github.io#1:issue_comment:3703019048,Suggestion,,1.0,False,
ranjitp16/ranjitp16.github.io#2:issue_comment:3703034931,Suggestion,,1.0,False,
rjmurillo/ai-agents#715:review_comment:2655910884,Meta discussion,Other,0.8,False,
rjmurillo/ai-agents#715:review_comment:2656412906,Explanation,,1,False,
sbryden/Scalar.Game#9:issue_comment:3702989789,Suggestion,,1,False,
shiroinock/Darts-Score-Trainer#108:issue_comment:3702981316,Suggestion,,1.0,False,
snakex64/QueueItUp#6:issue_comment:3634995866,Suggestion,,1.0,False,
snakex64/QueueItUp#6:issue_comment:3702810483,Suggestion,,1.0,False,
snakex64/QueueItUp#6:issue_comment:3702944390,Suggestion,None,1.0,False,
software-mansion/react-native-screens#3500:issue_comment:3702989118,Explanation,,1,False,
springfall2008/batpred#3153:review_comment:2655943831,Suggestion,Justification,0.8,False,
springfall2008/batpred#3153:issue_comment:3703024876,Suggestion,,1.0,False,
springfall2008/batpred#3153:issue_comment:3703490629,Suggestion,,1,False,
sst/opencode#6319:issue_comment:3703034275,Suggestion,,1,False,
strawgate/kb-yaml-to-lens#467:issue_comment:3702868802,Suggestion,,1.0,False,
strawgate/kb-yaml-to-lens#467:issue_comment:3702915286,Suggestion,,1,False,
strawgate/kb-yaml-to-lens#467:issue_comment:3703029466,Suggestion,,1.0,False,
strawgate/kb-yaml-to-lens#467:issue_comment:3703082203,Suggestion,,1,False,
strawgate/kb-yaml-to-lens#467:issue_comment:3703119267,Suggestion,,1,False,
strawgate/kb-yaml-to-lens#467:issue_comment:3703294572,Suggestion,,1,False,
strawgate/kb-yaml-to-lens#467:issue_comment:3703300422,Suggestion,,1.0,False,
strawgate/kb-yaml-to-lens#467:issue_comment:3703963860,Suggestion,,1,False,
strawgate/kb-yaml-to-lens#467:issue_comment:3703972808,Suggestion,,1,False,
strawgate/kb-yaml-to-lens#473:issue_comment:3702924105,Other,,0,False,
strawgate/kb-yaml-to-lens#473:issue_comment:3703032333,Suggestion,,1,False,
strawgate/kb-yaml-to-lens#474:issue_comment:3702925477,Suggestion,,1,False,
strawgate/kb-yaml-to-lens#474:issue_comment:3703030918,Suggestion,,1,False,
strawgate/kb-yaml-to-lens#484:issue_comment:3703061471,Suggestion,,1,False,
strawgate/kb-yaml-to-lens#484:issue_comment:3703077841,Suggestion,,1.0,False,
strawgate/kb-yaml-to-lens#484:issue_comment:3703088309,Critique,Other,0.7,False,
strawgate/kb-yaml-to-lens#484:issue_comment:3703102690,Suggestion,,1.0,False,
subculture-collective/clipper#945:issue_comment:3703017453,Suggestion,,1,False,
tadoogie/test#23:issue_comment:3700618714,Suggestion,Other,0.9,False,
tadoogie/test#23:issue_comment:3700643316,Suggestion,,1,False,
tadoogie/test#23:issue_comment:3700665823,Suggestion,,1,False,
tadoogie/test#23:issue_comment:3700684969,Critique,Other,0.8,False,
tadoogie/test#23:issue_comment:3700700072,Critique,Suggestion,0.7,False,
tadoogie/test#23:issue_comment:3700718075,Suggestion,,1.0,False,
tadoogie/test#23:issue_comment:3700753225,Suggestion,None,1,False,
tadoogie/test#23:issue_comment:3700760913,Critique,Other,0.8,True,
tadoogie/test#23:issue_comment:3700781725,Critique,Suggestion,0.8,False,
tadoogie/test#23:issue_comment:3700804610,Suggestion,None,high,false,
tadoogie/test#23:issue_comment:3700844611,Suggestion,,1.0,False,
tadoogie/test#23:issue_comment:3700885592,Suggestion,None,1.0,False,
tadoogie/test#23:issue_comment:3702570030,Suggestion,,1,False,
tadoogie/test#23:issue_comment:3702594658,Critique,Suggestion,0.6,True,
tadoogie/test#23:issue_comment:3703057029,Suggestion,,1.0,False,
tadoogie/test#23:issue_comment:3703061136,Suggestion,None,1,False,
tadoogie/test#23:issue_comment:3703062579,Suggestion,None,1.0,False,
thedotmack/claude-mem#509:issue_comment:3702867894,Explanation,,1,False,
thedotmack/claude-mem#509:issue_comment:3702987321,Justification,,0.8,False,
tiedanGH/lgtbot#9:issue_comment:3574052605,Suggestion,,1.0,False,
tiedanGH/lgtbot#9:issue_comment:3703053746,Suggestion,,1,False,
toddwseattle/toddwseattle-astro#5:issue_comment:3702970749,Suggestion,,1.0,False,
toddwseattle/toddwseattle-astro#5:review_comment:2655942240,Suggestion,,1.0,False,
totem-technologies/totem-server#192:issue_comment:3691677738,Suggestion,,1.0,False,
totem-technologies/totem-server#192:issue_comment:3702981917,Suggestion,,1.0,False,
trabalhefabricio/ai-file-sorter-iconic#43:issue_comment:3703055862,Suggestion,,high,False,
trabalhefabricio/iconic-fl-pluginsorter#6:issue_comment:3703056089,Suggestion,,1,False,
trabalhefabricio/iconic-fl-pluginsorter#6:issue_comment:3703064843,Suggestion,,1,False,
tuvens/enfold-llm#39:issue_comment:3702984755,Other,,1.0,False,
tuvens/enfold-llm#39:issue_comment:3702986152,Explanation,,1.0,False,
tuvens/enfold-llm#44:issue_comment:3702996278,Explanation,,1,False,
vadnala/GTADetroit#11:issue_comment:3702969614,Suggestion,,1.0,False,
vadnala/GTADetroit#11:issue_comment:3702984075,Suggestion,Other,1,False,
vadnala/GTADetroit#11:issue_comment:3702994459,Suggestion,,1.0,False,
vadnala/GTADetroit#12:issue_comment:3703068916,Suggestion,,1,False,
vadnala/GTADetroit#12:issue_comment:3703080600,Suggestion,,1.0,False,
vadnala/GTADetroit#12:issue_comment:3703094203,Suggestion,null,1.0,False,
vectorize-io/hindsight#83:issue_comment:3703050696,Justification,,0.9,False,
vinnieboy707/Hydra-termux#12:issue_comment:3702910193,Suggestion,,1.0,False,
vinnieboy707/Hydra-termux#12:issue_comment:3702941024,Suggestion,,1.0,False,
vinnieboy707/Hydra-termux#12:issue_comment:3702945379,Suggestion,,1.0,False,
xbmc/xbmc#27631:issue_comment:3702856518,Suggestion,,1,False,
xbmc/xbmc#27631:issue_comment:3702868715,Suggestion,,1,False,
