mention_uid,suggestion_subtype,addressing_mode,refinement_confidence,refinement_rationale
jason-shprintz/dynastiest-league#29:review_comment:2655999507,Suggestion-Invocation,Talking-to-AI,1,
jchoi2x/hocuspocus#3:issue_comment:3702972104,Suggestion-Invocation,Talking-to-AI,1.0,
jchoi2x/hocuspocus#3:issue_comment:3702975335,Suggestion-Invocation,Talking-to-AI,1.0,
jchoi2x/hocuspocus#3:issue_comment:3702983641,Suggestion-Invocation,Talking-to-AI,1.0,
jchoi2x/hocuspocus#3:issue_comment:3702991641,Suggestion-TaskDelegation,Talking-to-AI,1.0,
jchoi2x/hocuspocus#3:issue_comment:3702992462,Suggestion-TaskDelegation,Talking-to-AI,1.0,
jchoi2x/hocuspocus#3:issue_comment:3702996639,Suggestion-Invocation,Talking-to-AI,1.0,
jchoi2x/hocuspocus#3:issue_comment:3703006312,Suggestion-Invocation,Talking-to-AI,1.0,
jchoi2x/hocuspocus#3:issue_comment:3713063280,Suggestion-Invocation,Talking-to-AI,0.9,
jchoi2x/hocuspocus#3:issue_comment:3716515073,Suggestion-Invocation,Talking-to-AI,1,
jchoi2x/hocuspocus#3:issue_comment:3716545290,Suggestion-Invocation,Talking-to-AI,1,
jonarasgames/AniVerse#51:issue_comment:3703036199,Suggestion-Invocation,Talking-to-AI,0.9,
jonerer/kort#5:issue_comment:3702926470,Suggestion-Invocation,Talking-to-AI,1,
jonerer/kort#5:issue_comment:3703037499,Suggestion-Invocation,Talking-to-AI,1,
jongalloway/dotnet-mcp#153:issue_comment:3702949300,Suggestion-Invocation,Talking-to-AI,high,
jongalloway/dotnet-mcp#153:issue_comment:3702953311,Suggestion-Invocation,Talking-to-AI,high,
jrupp/bricklayouts#42:review_comment:2655945946,Suggestion-Invocation,Talking-to-AI,0.9,
jrupp/bricklayouts#42:review_comment:2655947265,Suggestion-TaskDelegation,Talking-to-AI,high,
jrupp/bricklayouts#42:review_comment:2655948517,Suggestion-Invocation,Talking-to-AI,1,
jrupp/bricklayouts#42:review_comment:2656000163,Suggestion-Invocation,Talking-to-AI,1,
jrupp/bricklayouts#42:review_comment:2656001611,Suggestion-Invocation,Talking-to-AI,1,
jrupp/bricklayouts#42:review_comment:2656014306,Suggestion-Invocation,Talking-to-AI,1.0,
julienstroheker/AzHexGate#28:issue_comment:3702992148,Suggestion-Invocation,Talking-to-AI,1,
julienstroheker/AzHexGate#28:review:3621582353,Suggestion-Invocation,Talking-to-AI,,
julienstroheker/AzHexGate#28:issue_comment:3703214032,Suggestion-Invocation,Talking-to-AI,1.0,
julienstroheker/AzHexGate#28:issue_comment:3703218866,Suggestion-Invocation,Talking-to-AI,high,
julienstroheker/AzHexGate#28:issue_comment:3703242226,Suggestion-Invocation,Talking-to-AI,1.0,
julienstroheker/AzHexGate#28:review:3621982807,Suggestion-Invocation,Talking-to-AI,1,
k0swe/arrl-co-yotc#58:issue_comment:3702992003,Suggestion-Invocation,Talking-to-AI,,
k0swe/arrl-co-yotc#58:issue_comment:3703027439,Suggestion-Invocation,Talking-to-AI,1.0,
karlokarate/FishIT-Player#543:issue_comment:3702928416,Suggestion-Invocation,Talking-to-AI,,
karlokarate/FishIT-Player#543:issue_comment:3702946302,Suggestion-Invocation,Talking-to-AI,1.0,
karlokarate/FishIT-Player#543:issue_comment:3702959160,Suggestion-Invocation,Talking-to-AI,1,
karlokarate/FishIT-Player#544:issue_comment:3702948554,Suggestion-Invocation,Talking-to-AI,1.0,
karlokarate/FishIT-Player#544:issue_comment:3702977419,Suggestion-Invocation,Talking-to-AI,0.8,
karlokarate/FishIT-Player#544:review_comment:2655997579,Suggestion-Invocation,Talking-to-AI,1,
karlokarate/FishIT-Player#544:review_comment:2655999240,Suggestion-Invocation,Talking-to-AI,1,
karlokarate/FishIT-Player#544:review_comment:2655999257,Suggestion-Invocation,Talking-to-AI,,
karlokarate/FishIT-Player#544:review_comment:2655999878,Suggestion-Invocation,Talking-to-AI,1.0,
karlokarate/FishIT-Player#544:review_comment:2655999887,Suggestion-Invocation,Talking-to-AI,,
karlokarate/FishIT-Player#545:issue_comment:3703069874,Suggestion-Invocation,Talking-to-AI,1,
kesslerio/attio-mcp-server#1081:issue_comment:3702994379,Suggestion-Invocation,Talking-to-AI,1.0,
kevinchannon/tasktree#19:issue_comment:3702983302,Suggestion-TaskDelegation,Talking-to-AI,,
kevinchannon/tasktree#19:issue_comment:3703096667,Suggestion-TaskDelegation,Talking-to-AI,1.0,
kocheck/Graphium#180:issue_comment:3702968230,Suggestion-Invocation,Talking-to-AI,0.8,
kocheck/Graphium#180:review_comment:2655953470,Suggestion-Invocation,Talking-to-AI,1,
laike9m/pdir2#82:issue_comment:3703058580,Suggestion-Invocation,Talking-to-AI,1.0,
lorenzogm/opticasuarez#331:issue_comment:3703027062,Suggestion-Invocation,Talking-to-AI,1.0,
lorenzogm/opticasuarez#331:issue_comment:3703078429,Suggestion-Invocation,Talking-to-AI,,
machi0x/Memoiz#12:issue_comment:3702991226,Suggestion-Invocation,Talking-to-AI,1,
machi0x/Memoiz#12:issue_comment:3702996748,Suggestion-Invocation,Talking-to-AI,1.0,
machi0x/Memoiz#12:issue_comment:3702996801,Suggestion-Invocation,Talking-to-AI,1,
machi0x/Memoiz#12:issue_comment:3703001879,Suggestion-Invocation,Talking-to-AI,1,
machi0x/Memoiz#12:issue_comment:3703012568,Suggestion-Invocation,Talking-to-AI,1,
machi0x/Memoiz#12:issue_comment:3703022966,Suggestion-Invocation,Talking-to-AI,0.9,
machi0x/Memoiz#12:issue_comment:3703071182,Suggestion-Invocation,Talking-to-AI,1,
messerjon/TetrisClock#7:issue_comment:3702940302,Suggestion-Invocation,Talking-to-AI,1.0,
messerjon/TetrisClock#7:issue_comment:3703031671,Suggestion-Invocation,Talking-to-AI,0.8,
messerjon/TetrisClock#7:issue_comment:3703075417,Suggestion-Recommendation,Talking-about-AI,1.0,
mgradwohl/tasksmack#303:issue_comment:3702938514,Suggestion-StepInstruction,Talking-to-AI,0.9,
mgradwohl/tasksmack#303:issue_comment:3702966723,Suggestion-Invocation,Talking-to-AI,1.0,
mgradwohl/tasksmack#303:issue_comment:3702972069,Suggestion-StepInstruction,Talking-to-AI,1,
mgradwohl/tasksmack#303:issue_comment:3702990721,Suggestion-Invocation,Talking-to-AI,1,
mgradwohl/tasksmack#303:issue_comment:3703002991,Suggestion-Invocation,Talking-to-AI,1,
mgradwohl/tasksmack#303:issue_comment:3703007539,Suggestion-Invocation,Talking-to-AI,1.0,
mgradwohl/tasksmack#303:issue_comment:3703020620,Suggestion-Invocation,Talking-to-AI,1.0,
mgradwohl/tasksmack#303:issue_comment:3703096397,Suggestion-Invocation,Talking-to-AI,1.0,
mgradwohl/tasksmack#303:issue_comment:3703108815,Suggestion-Invocation,Talking-to-AI,1,
mgradwohl/tasksmack#303:issue_comment:3703112066,Suggestion-Invocation,Talking-to-AI,1.0,
mgradwohl/tasksmack#303:issue_comment:3703172176,Suggestion-Invocation,Talking-to-AI,,
mgradwohl/tasksmack#303:issue_comment:3703204204,Suggestion-Invocation,Talking-to-AI,high,
mgradwohl/tasksmack#303:issue_comment:3703212497,Suggestion-Invocation,Talking-to-AI,,
mgradwohl/tasksmack#303:issue_comment:3703222046,Suggestion-Invocation,Talking-to-AI,1.0,
mgradwohl/tasksmack#303:issue_comment:3703225743,Suggestion-Invocation,Talking-to-AI,1.0,
mgradwohl/tasksmack#303:review_comment:2656072062,Suggestion-Invocation,Talking-to-AI,0.8,
mgradwohl/tasksmack#303:review_comment:2656072073,Suggestion-Invocation,Talking-to-AI,1.0,
mgradwohl/tasksmack#303:issue_comment:3703387397,Suggestion-Invocation,Talking-to-AI,,
mgradwohl/tasksmack#303:review_comment:2656160597,Suggestion-Invocation,Talking-to-AI,1.0,
mgradwohl/tasksmack#303:review_comment:2656160642,Suggestion-Invocation,Talking-to-AI,1.0,
mgradwohl/tasksmack#303:issue_comment:3703407651,Suggestion-Invocation,Talking-to-AI,1,
mgradwohl/tasksmack#303:issue_comment:3703419002,Suggestion-Invocation,Talking-to-AI,1.0,
mgradwohl/tasksmack#303:issue_comment:3703419926,Suggestion-Invocation,Talking-to-AI,0.9,
mgradwohl/tasksmack#303:issue_comment:3703432180,Suggestion-Invocation,Talking-to-AI,1.0,
mgradwohl/tasksmack#303:issue_comment:3703432624,Suggestion-Invocation,Talking-to-AI,1.0,
mgradwohl/tasksmack#303:review_comment:2656188704,Suggestion-Invocation,Talking-to-AI,1.0,
mgradwohl/tasksmack#303:issue_comment:3703435849,Suggestion-Invocation,Talking-to-AI,high,
mgradwohl/tasksmack#303:issue_comment:3703437568,Suggestion-StepInstruction,Talking-to-AI,0.8,
mgradwohl/tasksmack#303:issue_comment:3703440525,Suggestion-Invocation,Talking-to-AI,1.0,
mgradwohl/tasksmack#303:issue_comment:3703536064,Suggestion-Invocation,Talking-to-AI,1.0,
mgradwohl/tasksmack#303:issue_comment:3703542870,Suggestion-TaskDelegation,Talking-to-AI,,
mgradwohl/tasksmack#303:issue_comment:3703550713,Suggestion-StepInstruction,Talking-to-AI,1.0,
mgradwohl/tasksmack#303:issue_comment:3703567721,Suggestion-Invocation,Talking-to-AI,0.9,
mgradwohl/tasksmack#303:issue_comment:3703925688,Suggestion-Invocation,Talking-to-AI,,
mgradwohl/tasksmack#303:issue_comment:3703929659,Suggestion-Invocation,Talking-to-AI,0.95,
mgradwohl/tasksmack#303:issue_comment:3703965063,Suggestion-Invocation,Talking-to-AI,1.0,
networkengineer-cloud/go-volunteer-media#152:issue_comment:3703056661,Suggestion-Invocation,Talking-to-AI,,
networkengineer-cloud/go-volunteer-media#152:issue_comment:3703084403,Suggestion-Invocation,Talking-to-AI,1.0,
nodetool-ai/nodetool#321:issue_comment:3703061778,Suggestion-Invocation,Talking-to-AI,1.0,
nqou-net/www.nqou.net#225:issue_comment:3703064947,Suggestion-Invocation,Talking-to-AI,,
nqou-net/www.nqou.net#227:issue_comment:3703068836,Suggestion-Invocation,Talking-to-AI,,
nqou-net/www.nqou.net#227:issue_comment:3703078138,Suggestion-Invocation,Talking-to-AI,,
ollieb89/jules_api_ui#6:issue_comment:3700738176,Suggestion-Invocation,Talking-to-AI,1.0,
ollieb89/jules_api_ui#6:review_comment:2654170492,Suggestion-Invocation,Talking-to-AI,1.0,
ollieb89/jules_api_ui#6:issue_comment:3700745590,Suggestion-Invocation,Talking-to-AI,1.0,
ollieb89/jules_api_ui#6:issue_comment:3702979103,Suggestion-TaskDelegation,Talking-to-AI,1,
ollieb89/jules_api_ui#9:issue_comment:3700325585,Suggestion-Invocation,Talking-to-AI,0.8,
ollieb89/jules_api_ui#9:issue_comment:3702979462,Suggestion-Invocation,Talking-to-AI,,
ollieb89/jules_api_ui#21:issue_comment:3702978603,Suggestion-Invocation,Talking-to-AI,1.0,
ollieb89/jules_api_ui#61:issue_comment:3702890155,Suggestion-Invocation,Talking-to-AI,1.0,
ollieb89/jules_api_ui#61:issue_comment:3702973115,Suggestion-Invocation,Talking-to-AI,,
ollieb89/jules_api_ui#62:issue_comment:3702973476,Suggestion-Invocation,Talking-to-AI,1,
ollieb89/jules_api_ui#62:issue_comment:3703124255,Suggestion-Invocation,Talking-to-AI,,
ollieb89/jules_api_ui#62:issue_comment:3703133314,Suggestion-TaskDelegation,Talking-to-AI,,
ollieb89/jules_api_ui#65:issue_comment:3702948131,Suggestion-Invocation,Talking-to-AI,,
ollieb89/jules_api_ui#65:issue_comment:3702980738,Suggestion-Invocation,Talking-to-AI,1.0,
ollieb89/jules_api_ui#65:issue_comment:3703056095,Suggestion-Invocation,Talking-to-AI,0.8,
ollieb89/jules_api_ui#74:issue_comment:3703291940,Suggestion-Invocation,Talking-to-AI,1.0,
ollieb89/jules_api_ui#74:issue_comment:3703294764,Suggestion-TaskDelegation,Talking-to-AI,0.9,
ollieb89/jules_api_ui#74:issue_comment:3703302336,Suggestion-Invocation,Talking-to-AI,1,
ollieb89/jules_api_ui#74:issue_comment:3703311791,Suggestion-Invocation,Talking-to-AI,0.9,
ollieb89/jules_api_ui#74:issue_comment:3728641895,Suggestion-Invocation,Talking-to-AI,1.0,
ollieb89/jules_api_ui#74:issue_comment:3728673098,Suggestion-Invocation,Talking-to-AI,high,
ollieb89/jules_api_ui#74:issue_comment:3733684288,Suggestion-Invocation,Talking-to-AI,1,
paperless-ngx/ansible#279:review:3620919775,Suggestion-Invocation,Talking-to-AI,1.0,
pollinations/pollinations#6680:issue_comment:3703703070,Suggestion-Invocation,Talking-to-AI,1.0,
pradeepmouli/homebridge-rabbitair#10:issue_comment:3702922744,Suggestion-Invocation,Talking-to-AI,1.0,
pradeepmouli/homebridge-rabbitair#10:review:3621500260,Suggestion-Invocation,Talking-to-AI,,
pradeepmouli/homebridge-rabbitair#10:review:3621575710,Suggestion-Invocation,Talking-to-AI,1.0,
pradeepmouli/x-to-zod#36:issue_comment:3702878431,Suggestion-Invocation,Talking-to-AI,1.0,
pradeepmouli/x-to-zod#36:review:3621452864,Suggestion-Invocation,Talking-to-AI,1.0,
pradeepmouli/x-to-zod#36:review:3621460441,Suggestion-Invocation,Talking-to-AI,1.0,
pradeepmouli/x-to-zod#36:review:3621505695,Suggestion-Invocation,Talking-to-AI,0.9,
pradeepmouli/x-to-zod#36:issue_comment:3703008730,Suggestion-Invocation,Talking-to-AI,,
pradeepmouli/x-to-zod#36:issue_comment:3703143561,Suggestion-Invocation,Talking-to-AI,1,
pradeepmouli/x-to-zod#36:review:3621574010,Suggestion-Invocation,Talking-to-AI,1.0,
punassuming/obsidian-ranger#6:issue_comment:3702987562,Suggestion-Invocation,Talking-to-AI,,
ranjitp16/ranjitp16.github.io#1:issue_comment:3702990636,Suggestion-Invocation,Talking-to-AI,high,
ranjitp16/ranjitp16.github.io#1:issue_comment:3703019048,Suggestion-Invocation,Talking-to-AI,1,
ranjitp16/ranjitp16.github.io#2:issue_comment:3703034931,Suggestion-Invocation,Talking-to-AI,,
sbryden/Scalar.Game#9:issue_comment:3702989789,Suggestion-Invocation,Talking-to-AI,1.0,
shiroinock/Darts-Score-Trainer#108:issue_comment:3702981316,Suggestion-Invocation,Talking-to-AI,1,
snakex64/QueueItUp#6:issue_comment:3634995866,Suggestion-Invocation,Talking-to-AI,,
snakex64/QueueItUp#6:issue_comment:3702810483,Suggestion-TaskDelegation,Talking-to-AI,,
snakex64/QueueItUp#6:issue_comment:3702944390,Suggestion-Invocation,Talking-to-AI,,
springfall2008/batpred#3153:review_comment:2655943831,Suggestion-Invocation,Talking-to-AI,,
springfall2008/batpred#3153:issue_comment:3703024876,Suggestion-Invocation,Talking-to-AI,,
springfall2008/batpred#3153:issue_comment:3703490629,Suggestion-Invocation,Talking-to-AI,,
sst/opencode#6319:issue_comment:3703034275,Suggestion-Invocation,Talking-to-AI,1,
strawgate/kb-yaml-to-lens#467:issue_comment:3702868802,Suggestion-Invocation,Talking-to-AI,1.0,
strawgate/kb-yaml-to-lens#467:issue_comment:3702915286,Suggestion-TaskDelegation,Talking-to-AI,0.8,
strawgate/kb-yaml-to-lens#467:issue_comment:3703029466,Suggestion-Invocation,Talking-to-AI,,
strawgate/kb-yaml-to-lens#467:issue_comment:3703082203,Suggestion-Invocation,Talking-to-AI,,
strawgate/kb-yaml-to-lens#467:issue_comment:3703119267,Suggestion-Invocation,Talking-to-AI,1,
strawgate/kb-yaml-to-lens#467:issue_comment:3703294572,Suggestion-Invocation,Talking-to-AI,1.0,
strawgate/kb-yaml-to-lens#467:issue_comment:3703300422,Suggestion-Invocation,Talking-to-AI,0.8,
strawgate/kb-yaml-to-lens#467:issue_comment:3703963860,Suggestion-Invocation,Talking-to-AI,,
strawgate/kb-yaml-to-lens#467:issue_comment:3703972808,Suggestion-Invocation,Talking-to-AI,0.8,
strawgate/kb-yaml-to-lens#473:issue_comment:3703032333,Suggestion-Invocation,Talking-to-AI,0.9,
strawgate/kb-yaml-to-lens#474:issue_comment:3702925477,Suggestion-Invocation,Talking-to-AI,1,
strawgate/kb-yaml-to-lens#474:issue_comment:3703030918,Suggestion-Invocation,Talking-to-AI,high,
strawgate/kb-yaml-to-lens#484:issue_comment:3703061471,Suggestion-Invocation,Talking-to-AI,high,
strawgate/kb-yaml-to-lens#484:issue_comment:3703077841,Suggestion-Recommendation,Talking-to-AI,high,
strawgate/kb-yaml-to-lens#484:issue_comment:3703102690,Suggestion-Invocation,Talking-to-AI,1,
subculture-collective/clipper#945:issue_comment:3703017453,Suggestion-Invocation,Talking-to-AI,1.0,
tadoogie/test#23:issue_comment:3700618714,Suggestion-Invocation,Talking-to-AI,1.0,
tadoogie/test#23:issue_comment:3700643316,Suggestion-Invocation,Talking-to-AI,1,
tadoogie/test#23:issue_comment:3700665823,Suggestion-Invocation,Talking-to-AI,1.0,
tadoogie/test#23:issue_comment:3700718075,Suggestion-Invocation,Talking-to-AI,0.8,
tadoogie/test#23:issue_comment:3700753225,Suggestion-Invocation,Talking-to-AI,0.8,
tadoogie/test#23:issue_comment:3700804610,Suggestion-Invocation,Talking-to-AI,1.0,
tadoogie/test#23:issue_comment:3700844611,Suggestion-Invocation,Talking-to-AI,1,
tadoogie/test#23:issue_comment:3700885592,Suggestion-Invocation,Talking-to-AI,0.9,
tadoogie/test#23:issue_comment:3702570030,Suggestion-StepInstruction,Talking-to-AI,1.0,
tadoogie/test#23:issue_comment:3703057029,Suggestion-Invocation,Talking-to-AI,0.8,
tadoogie/test#23:issue_comment:3703061136,Suggestion-Invocation,Talking-to-AI,1.0,
tadoogie/test#23:issue_comment:3703062579,Suggestion-Invocation,Talking-to-AI,,
tiedanGH/lgtbot#9:issue_comment:3574052605,Suggestion-Invocation,Talking-to-AI,1.0,
tiedanGH/lgtbot#9:issue_comment:3703053746,Suggestion-Invocation,Talking-to-AI,0.8,
toddwseattle/toddwseattle-astro#5:issue_comment:3702970749,Suggestion-Invocation,Talking-to-AI,,
toddwseattle/toddwseattle-astro#5:review_comment:2655942240,Suggestion-Invocation,Talking-to-AI,,
totem-technologies/totem-server#192:issue_comment:3691677738,Suggestion-Invocation,Talking-to-AI,,
totem-technologies/totem-server#192:issue_comment:3702981917,Suggestion-Invocation,Talking-to-AI,1,
trabalhefabricio/ai-file-sorter-iconic#43:issue_comment:3703055862,Suggestion-Invocation,Talking-to-AI,1.0,
trabalhefabricio/iconic-fl-pluginsorter#6:issue_comment:3703056089,Suggestion-Invocation,Talking-to-AI,1.0,
trabalhefabricio/iconic-fl-pluginsorter#6:issue_comment:3703064843,Suggestion-StepInstruction,Talking-to-AI,1,
vadnala/GTADetroit#11:issue_comment:3702969614,Suggestion-Invocation,Talking-to-AI,,
vadnala/GTADetroit#11:issue_comment:3702984075,Suggestion-Invocation,Talking-to-AI,1.0,
vadnala/GTADetroit#11:issue_comment:3702994459,Suggestion-Invocation,Talking-to-AI,,
vadnala/GTADetroit#12:issue_comment:3703068916,Suggestion-TaskDelegation,Talking-to-AI,1,
vadnala/GTADetroit#12:issue_comment:3703080600,Suggestion-Invocation,Talking-to-AI,,
vadnala/GTADetroit#12:issue_comment:3703094203,Suggestion-Invocation,Talking-to-AI,1,
vinnieboy707/Hydra-termux#12:issue_comment:3702910193,Suggestion-Invocation,Talking-to-AI,,
vinnieboy707/Hydra-termux#12:issue_comment:3702941024,Suggestion-Invocation,Talking-to-AI,high,
vinnieboy707/Hydra-termux#12:issue_comment:3702945379,Suggestion-Invocation,Talking-to-AI,1,
xbmc/xbmc#27631:issue_comment:3702856518,Suggestion-Recommendation,Talking-to-AI,0.8,
xbmc/xbmc#27631:issue_comment:3702868715,Suggestion-Invocation,Talking-to-AI,1.0,
